,,X11BR047,X11BR043,X11BR049,X11BR023,X18BR010,X06BR003,X11BR074,X18BR017,X01BR017,X06BR006,X09BR005,X11BR017,X01BR015,X11BR025,X01BR001,X11BR031,X01BR032,X05BR045,X11BR053,X01BR027,X14BR008,X18BR002,X03BR013,X11BR032,X21BR010,X03BR004,X11BR003,X11BR028,X18BR004,X20BR005,X11BR073,X11BR009,X18BR019,X20BR001,X09BR007,X11BR020,X20BR002,X11BR019,X20BR008,X01BR033,X11BR022,X11BR013,X03BR010,X20BR007,X11BR030,X18BR007,X11BR050,X05BR001,X11BR014,X22BR005,X11BR010,X01BR031,X11BR011,X03BR005,X18BR003,X11BR024,X05BR016,X01BR030,X01BR018,X05BR042,X11BR054,X05BR044,X11BR006,X14BR005,X11BR044,X11BR016,X11BR055,X06BR005,X11BR042,X11BR018,X05BR009,X01BR025,X11BR015,X11BR040,X11BR004,X01BR043,X05BR003,X05BR029,X05BR043,X05BR026,X11BR056,X11BR038,X11BR036,X18BR009,X18BR006,X22BR006,X11BR072,X11BR027,X01BR040,X11BR059,X11BR051,X05BR038,X11BR060,X09BR004,X11BR075,X03BR002,X16BR012,X06BR014,CPT001846,X18BR016,X05BR005,X13BR009,X11BR080,CPT000814,X01BR042,X15BR003,X14BR014,X11BR058,X11BR012,X01BR009,X01BR008,X21BR001,X21BR002,X01BR026,X05BR004,X03BR006,X01BR023,X01BR020,X20BR006,X09BR001,X03BR011,X01BR010
ZNF652,T103t ,-0.0486,3.3976,6.7168,-1.8737,-1.8531,4.9245,-3.1533,1.6125,-3.7495,,,,,,,,,,-0.324,-1.7116,-0.8536,-0.6777,0.6698,-1.1097,-0.9196,-0.6906,0.6245,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.387,0.1361,-1.4694,-0.2755,2.4205,-1.5198,-2.2822,-2.756,-1.844,-0.8255,-2.3385,-1.8905,-2.9329,-1.4167,1.1034,-1.4007,-1.3076,-0.5741,-0.6711,0.3279,1.675,-0.2976,-1.6925,-1.6857,-0.142,-2.0643,0.232,1.0774,-0.88,-0.5731,0.5593,-0.0972,0.4959,-0.7414,,,,,,,,,,,,,,,1.098,-0.3532,-2.5846,-2.2747,-4.4597,-0.3056,-3.0610000000000004,1.8291,,,,,,,,1.4165,-0.0268,-0.074,1.9038,0.8785,1.8076
PRKAA1,M189m S191s ,4.0492,-0.4658,-0.0018,-2.1055,4.5043,1.0278,1.5633,0.0409,-1.3601,,,,,,,,,,-4.3411,0.4788,1.5341,0.4876,1.0818,-0.3009,-1.298,0.0525,-1.9111,,,,,,,,,,,,,,,,,,0.4516,-0.0376,2.8035,-0.0629,0.321,0.2251,0.7302,-1.9465,-1.3548,2.2048,-0.9872,-0.3191,-2.9509,2.317,0.4311,-1.5207,-0.6527,-0.8009999999999999,-0.5935,0.3236,-1.2209,-1.2866,-0.4454,-0.0065,-4.1961,0.2874,2.4479,-1.0742,-0.8224,1.6477,-3.277,0.5243,3.2668,1.5922,2.4024,1.6147,0.4201,1.8223,-0.9303,1.4694,1.3544,-0.7971,2.5526,,,,,,,,,1.2547,-0.1957,-0.5632,2.0964,1.2841,-0.4626,0.2585,-1.5822,0.5005,1.2991,0.9432,1.3801,0.2698,-0.2522,1.8176,0.9999,-0.3607,1.147,2.0853,0.8488,2.3371,2.7421,1.7119,-0.1992,2.3112,4.7852,3.9214
OFD1,S735s ,0.7589,0.6066,0.633,1.1705,-0.6857,0.6599,0.5126,-1.2196,0.1858,-1.1723,-0.9101,1.1254,0.1903,0.334,-0.7534,0.8612,2.3478,1.8227,0.7256,0.9421,0.2893,-0.4403,0.4431,0.4474,1.2761,-1.0590000000000002,-0.7488,-0.2571,0.5379,-0.2515,0.2116,-0.4346,1.2765,0.7921,1.49,-0.1504,0.7116,0.5775,-0.6896,-1.5192,1.6867,0.4669,0.6149,0.1242,-0.4189,0.4487,0.2745,0.882,1.0921,-1.0786,-1.5068,0.7068,-0.2682,0.0037,1.5491,0.3948,-1.2278,-0.7136,0.2608,0.4501,2.5784,-0.4251,1.0344,3.2978,0.0676,-0.9617,0.6602,2.1373,0.3371,0.4893,0.5631,1.1617,-0.6187,-0.8136,-1.9252,0.486,-0.4691,1.4332,0.399,-0.1725,-0.3397,-0.3043,-1.1792,0.2012,0.7959,2.7039,1.3681,1.4891,-0.8206,-0.066,-0.6302,-0.0258,-0.0176,-1.8524,0.8254,1.6045,-0.5468,-0.4377,0.0814,1.085,-0.4374,-0.6356,-0.2666,-0.8141,0.4122,-0.7947,0.9992,-0.207,0.8042,-0.1249,-0.4128,0.7555,1.5062,-1.4237,0.8996,0.7141,0.7354,2.3574,1.5291,-1.7079,0.877,-0.5602
AFDN,S1131s S1132s ,-2.1764,0.7399,-1.0551,0.2581,-0.3515,-2.5011,-0.4988,-0.0107,-1.8417,-0.4476,0.246,-0.2187,-0.3255,0.6346,-0.3663,-0.8531,0.3198,-1.5797,0.281,1.1409,0.1813,-1.0147,-0.5301,-0.7429,-0.1683,0.9717,0.1409,-1.4608,1.2013,-0.0371,0.8504,-1.2157,0.8112,2.6267,-1.1916,0.3033,-0.0036,0.8246,-0.9586,-0.3837,-0.6317,0.8845,0.16,-0.4644,-0.1193,-0.1505,-0.1669999999999999,-0.4079,0.0018,0.3163,-0.7833,-0.4927,-0.3258,0.2358,0.0632,0.5285,0.0425,1.5818,-0.8736,0.357,0.6453,-0.6970000000000001,0.544,1.1928,-0.631,-0.4273,-1.0102,-0.0842,-1.1282,0.1689999999999999,-0.3886,-0.3561,0.0826,-0.527,-0.8951,-1.3366,-0.6067,0.3196,-0.9506,-1.1276,-0.8817,-0.1674,-0.6827,-0.2781,-0.5014,-0.1262,-1.0214,-1.4666,-3.2572,-1.3908,-0.3116,-1.2058,-0.9159,-1.2048,-0.4862,0.1599,-1.3046,-0.2617,-2.1327,0.2695,-0.3429,-0.4513,-0.1669,-0.7645,-1.0204,-0.2021,0.0855,-0.9229,0.9183,-0.4,0.0586,0.0373,-0.359,-0.365,-0.4249,-0.0711,1.0359,-0.0791,-1.497,-0.433,-0.1884,-0.66
DCLRE1C,T511t S518s ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2948,-1.3259999999999998,-0.9826,-0.4501,-2.6752,-0.0097,0.3466,0.0092,0.1639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1493,-0.1289,-0.7809999999999999,0.2938,-0.2915,0.6196,,,,,,,,,,,,,,,,,,,,,
NAA30,S89s ,-0.3499,-0.5425,-0.3759,-1.3791,-0.5244,-0.286,1.0816,-1.0413,-0.4737,-0.1493,-0.5998,0.0332,-0.0211,-0.4873,0.3882,-0.132,0.5017,0.784,-0.6578,2.2374,1.2192,0.8329,0.3208,-0.6127,-0.6779,-0.5534,-0.6126,0.6555,0.6821,0.9008,-0.3658,-0.8659,0.9157,1.1276,0.5572,0.2213,-0.1615,0.0863,0.0522,0.985,1.0793,0.9974,1.0981,0.1459,-0.0738,-0.0089,0.3697,1.6984,-0.1249,0.9818,-0.3086,0.2936,-0.4426,,,,,,,,,0.8912,1.0231,1.2808,-0.83,0.3288,1.1949,0.3496,-0.113,0.9105,0.7398,2.0466,1.24,-0.1221,1.1097,1.8388,0.8254,-0.2226,0.642,0.8075,-0.0964,1.1491,0.8181,0.2479,-0.1841,-0.2046,0.745,-0.4531,0.4392,1.5281,-0.0439,0.4396,0.2499,0.129,1.2243,-1.0652,-1.3492,-0.1815,0.1188,-0.2534,0.2762,-0.4582,0.1757,-0.2208,0.6236,0.2951,0.2973,0.1173,0.0812,0.4707,-0.3176,-0.8418,-0.7911,-0.4433,0.1562,-1.1515,0.6776,0.236,1.1764,-0.1294,-0.1745,-0.4402
NAV2,S1626s ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.3142,-1.7311,1.8085,0.6369,1.2624,-1.6295
TET2,T1114t ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7794,-1.4368,1.0005,-2.9294,-2.8261,1.4838,2.5621,-1.0005,-0.9392,-0.5797,-1.4517,0.5019,2.8683,-2.0296,-2.9131,1.1748,-1.6862,,,,,,,,,1.7442,-1.5678,-1.5945,0.0914,0.8259,0.1718,-0.0016,-1.848,-0.0826,,,,,,,,,,,,,,,-2.4444,0.3902,1.0603,1.6357,-1.5767,-1.824,-0.2294,-2.4739,-0.341,0.7031,-1.3056,-3.2234,0.4221,-2.4159,2.0699,-1.9619,1.6902,1.2971,-2.0911,-1.8164,-1.2959
ACYP2,S2s ,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6652,-0.479,1.4359,-0.7422,0.0047,-0.6559,0.0112,0.2661,1.2925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9197,0.0324,0.9557,0.6465,1.4641,0.3257,0.0745,-0.2029,0.3868,1.2307,-1.275,2.5781,-1.2258,-0.0866,2.2701,-1.1195,0.2236,,,,,,,-0.767,-1.4072,-1.5626,-2.0196,0.2797,0.468,2.5316,-0.6049,,,,,,,,-1.2737,-0.546,0.9734,-0.0768,0.3111,-0.8797
STOML2,S330s ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4637,0.5284,-1.0793,0.0102,-0.3785,-0.6881,1.1392,-1.8248,0.6869,0.8124,1.443,0.1169,0.5537,1.2826,-0.1282,0.7068,0.2039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6237,-1.1249,-0.2336,-0.2528,-0.2098,-0.1075,-0.8314,-0.4909,0.8668,1.5254,-0.4455,-0.2223,1.065,-0.4524,0.5125,-0.6574,0.5982,0.1138,-0.9524,-0.7187,-0.3513
BBX,T568t ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6831,-0.0878,-0.7336,-0.0794,0.0476,0.5907,-0.1163,-0.3424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1778,-0.1122,0.3883,-1.0262,-0.8266,-0.1554,-0.0299,0.2472,-0.3631,-0.561,-0.9471,0.0223,0.2762,-0.5102,,,,,,,,,,,,,
SRRM2,T1365t ,-0.3389,-0.2679,0.5142,-0.2953,-0.1236,-0.1089,0.2681,1.0061,0.8529,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0814,0.841,0.7349,0.6477,0.3401,0.6832,0.3641,0.0947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3159,1.5707,0.7526,0.4482,-0.8646,0.0604,-0.2602,0.4636,1.4089,0.7829999999999999,-0.1682,0.4988,0.0402,0.2041,-1.2662,-0.3509,0.3731,0.301,0.3224,-0.493,0.5633,0.4467,1.5319999999999998,-0.7748,0.2349,0.1554,-0.0302
ANKRD26,S587s ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1906,-0.4391,-0.5777,1.197,2.0494,-0.2228,0.459,2.0438,,,,,,,,,,0.2454,-0.5873,-0.2852,1.3505,-0.9072,-2.484,-1.1346,0.552,,,,,,,,,,0.4914,-0.3641,-1.5882,-0.7226,-1.1114,2.2713,1.4353,0.351,,,,,,,,,,-0.1179,-4.921,-0.4827,0.0032,-0.3031,-2.1376,0.4132,-0.202,-1.6784,1.3552,1.2788,-0.9635,0.4270000000000001,0.251,,,,,,,,,0.436,-0.3811,-1.2122,-0.5541,-0.1639999999999999,0.3764,1.2732,,,,,,
SHROOM4,S494s ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1987,-0.0221,-0.2244,0.5007,-0.046,-0.6026,-1.2488,0.1311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLMAP,S235s ,0.6722,0.2128,0.75,-0.0782,0.312,-2.3376,-0.736,-1.1542,-0.7651,-0.2234,0.7267,-1.6944,-0.1883,-1.134,-0.2672,0.6876,-0.0773,-2.4273,-0.5139,-2.1947,-1.3355,-0.759,-0.665,-0.0625,-0.44,1.6452,0.1649,1.5971,-1.5787,-0.0427,-0.9262,-1.0435,-1.6832,-2.1590000000000003,-0.7908,-0.5906,-4.1729,-0.5299,-0.9448,0.217,-0.3426,-0.6404,-0.7171,0.6066,0.9206,-1.4562,0.1399,-1.1876,-0.3904,0.6672,-0.9445,-0.2133,0.3304,,,,,,,,,,,,,,,,,,-0.4516,-2.0833,-1.4089,-1.6977,1.7886,-2.3228,-1.3989,-0.7536,-0.6989,-0.4986,1.4636,0.0595,-0.6724,0.4694,0.4156,0.1753,-1.0159,-0.0453,-4.8278,-0.157,-0.1608,-1.7624,-0.2192,2.8961,-1.5709,-0.9667,-0.2589,-0.1223,-2.8663,0.4045,-1.0644,2.1697,0.059,-3.4994,-2.2168,-1.4289,-0.9256,0.2072,-0.5295,-0.5224,0.3491,0.1498,1.2309,0.5817,-0.6785,0.8617,0.4019,-0.2718,0.5749,-0.6056,-0.2639,0.9846
ZFP36L1,S159s ,,,,,,,,,,0.3699,0.6286,0.1356,1.4348,-1.0505,1.3362,0.591,-0.4253,0.3656,,,,,,,,,,1.149,1.6658,-0.3839,0.3428,-0.6408,-0.4843,0.394,1.2109,0.9551,0.3244,-1.036,0.7688,-0.1558,1.0126,-0.2405,-0.2297,1.5929,0.2163,0.0313,0.3598,2.0397,0.8713,-0.1464,0.6724,0.9745,-1.1739,,,,,,,,,0.3148,1.8973,-1.0307,-0.5387,-0.8908,-0.0829,0.9461,-1.2917,-0.7728,0.3456,0.0404,-0.96,0.2388,0.3912,-0.2953,-0.4094,0.5436,0.7505,-0.2812,-0.918,-0.4618,-0.0213,-0.2245,-0.3319,-0.046,0.579,,,,,,,,,0.1523,0.2853,2.375,-1.2965,0.9395,-0.387,0.0316,0.2848,-5.2347,-0.9909,-1.1595,-0.4525,0.9504,-0.3136,0.8048,0.3872,-0.1288,1.034,0.3408,0.7112,1.5814,0.2523,0.6786,1.807,0.7084,0.7829,0.9004
KAT6A,T1144t ,-1.6575,0.1926,-0.3848,1.9475,-1.898,0.1558,-1.7271,-1.295,-0.1869,,,,,,,,,,0.7433,1.4581,-1.2143,-0.4486,0.1211,-1.2821,-1.8863,-0.6517,-0.2879,,,,,,,,,,,,,,,,,,-1.4369,-0.5660000000000001,-1.3798,0.2361,-1.6387,-0.0575,-1.3176,-0.3856,-1.2251,-1.0878,-1.0867,2.0578,-0.7858,-2.1809,-1.4295,0.8752,-0.3566,-1.2141,-0.6901,0.0882,2.7785,1.0449,-1.1123,-0.782,-0.7044,-1.7761,-1.4564,0.2379,-0.7162,-1.2276,-1.5858,0.166,-1.2763,0.7061,0.7129,-1.6052,-3.9591,-2.654,1.8471,-1.4651,0.5721,-2.6322,-2.8592,-0.4894,-2.0788,-1.005,0.6818,-1.0823,-0.1533,0.4234,-0.6036,-1.6148,-2.4785,-1.5705,-0.8971,-1.8256,-1.4346,-1.069,1.527,1.9367,1.0405,-0.7116,-1.0434,-0.0673,-0.8032,-0.2262,-0.3176,-0.9214,-1.3855,-0.0014,-1.7986,0.6256,-0.3923,1.5384,0.9734,-1.4745,-0.7033,-1.0528
PARD6G,S58s ,,,,,,,,,,1.426,0.6688,-0.2317,1.9307,1.0233,1.51,1.1672,-0.5187,1.9091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3967,0.0792,-0.2898,1.4479,1.9994,0.5344,0.3633,0.1191,1.3011,1.2207,0.3914,1.489,2.2675
CISD2,T106t ,0.382,0.0492,-0.0993,-0.9857,-0.5593,-1.6154,0.4238,0.4214,-1.2267,,,,,,,,,,-0.1648,-1.0179,-0.7501,-1.1724,-0.2549,-1.2839,0.5905,1.1703,-0.6259,,,,,,,,,,,,,,,,,,2.2508,-1.4543,1.5809,-0.3345,1.2099,0.412,1.2978,-0.0377,0.7705,,,,,,,,,0.1186,0.2807,0.3011,1.4303,-0.3703,0.1675,2.2168,-0.4399,-0.3058,,,,,,,,,0.2008,-1.1437,-0.4293,0.5077,-0.537,-0.6778,-0.0972,-0.0338,-0.7140000000000001,,,,,,,,,-0.7411,-1.0761,2.0003,-1.2169,0.2504,-0.6296,-0.779,-1.4317,-2.8453,-0.6177,-2.2663,-0.8966,0.0306,-1.2876,-1.5187,-0.6398,-0.7899,-0.2132,-0.6136,-2.0159,0.4174,0.1662,0.5243,-0.1992,-0.8148,0.9155,1.7952
PLEKHM2,S564s S568s ,,,,,,,,,,,,,,,,,,,0.2303,0.8566,1.1438,1.9916,1.1285,0.4896,0.2701,0.0484,0.5029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLCH1,S1488s ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0993,0.5603,-0.7602,-0.9024,1.9058,-0.8519,-1.2990000000000002,-0.8396,-1.1245,,,,,,,,,3.4815,-1.6373,-0.8540000000000001,0.3952,-0.7614,-1.3076,0.0897,-1.7573,-1.1929,-3.6725,0.9899,-0.9049,-6.5096,-1.6267,-2.0038,1.0954,-2.0699,,,,,,,-0.5759,1.7942,0.8316,2.0101,-0.1728,-0.7838,1.1286,-1.7877,-1.5126,0.0967,-1.4233,-2.1823,-0.2177,-2.5332,3.7748,-1.8735,0.125,1.6925,-2.2111,1.4983,-0.7769
EIF3A,S584s ,-0.4146,0.8449,-1.1703,-0.6413,0.7577,4.1148,-0.0739,0.6672,-0.3694,0.7731,-0.3216,2.0177,0.5933,0.252,0.6946,1.0097,0.6045,-0.3486,,,,,,,,,,1.7622,-0.2327,0.4533,0.3428,0.3858,-1.7147,0.3849,1.3779,0.7417,0.5164,-1.6522,1.3359,-0.4456,-1.2990000000000002,-1.1329,0.0962,-1.5039,0.5144,0.4219,0.2729,1.3664,1.1592,0.7197,0.506,0.6884,0.4632,0.3121,-0.7312,-0.5762,-1.1811,-0.9207,-0.4254,-0.0351,-0.2356,0.4752,0.3108,0.3124,0.2178,0.4459,0.5961,0.8611,1.3342,-1.3186,-0.1954,1.5301,-1.3917,0.4557,1.9156,1.2744,-0.2404,0.0675,1.2105,0.3068,0.0295,1.4191,0.381,2.0698,1.4761,-0.2935,-0.283,,,,,,,,,0.9337,0.5008,0.993,-0.0054,-0.3348,-0.5918,0.3541,0.5088,0.1902,1.2554,-0.356,0.3075,0.6583,-0.8699,,,,,,,,,,,,,
YY1,S187s ,-1.525,0.4854,-0.0461,0.7967,0.3586,-0.1556,-0.477,0.0508,0.5047,,,,,,,,,,0.8778,0.6315,-0.3553,-0.3191,-0.3934,-1.8543,-1.1893,-0.8113,0.2651,0.0956,0.1896,-1.0197,1.2289,-1.133,-0.3404,0.8942,-0.4401,0.2423,-0.394,-0.6311,-0.8316,-0.0175,-0.4367,-0.1643,-0.3459,0.8862,-0.2276,0.0237,-0.2113,0.6306,0.6267,0.0473,0.9527,-0.3338,-0.353,0.7646,0.6835,0.7179,-0.6619,1.3733,0.8706,0.3720000000000001,0.4651,,,,,,,,,,,,,,,,,,-0.6482,-1.2827,-0.8262,0.654,-0.7575,0.2323,-0.3558,-0.933,-0.2487,-1.2512,-0.6784,-0.8084,-0.1476,0.2231,-0.9339,0.5818,-0.0579,-0.043,-0.8941,-0.1066,-0.5388,0.2885,-0.4406,-0.4223,-0.3607,-0.2288,-0.0638,-0.3437,0.3041,-0.7158,0.5024,-0.2322,0.1126,0.7451,-0.9862,-0.385,-1.1088,-0.3531,-0.0435,-0.7131,-0.0771,-0.406,-1.1689,-1.5095
TPMT,S7s S14s ,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2376,0.1705,0.2221,-0.1183,0.7384,-0.2457,0.5587,0.488,0.9532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIDO1,S523s ,0.1801,1.1499,-0.4841,0.4344,1.0554,0.6872,0.6741,-0.0741,-0.4277,-0.2444,1.3216,-0.0627,0.0703,0.7014,-0.79,1.3784,-0.7085,0.3686,0.3718,0.2511,-0.6998,0.8197,-0.3646,0.5776,-1.2549,0.6401,0.0995,,,,,,,,,,0.1094,-0.3229999999999999,0.1804,0.3224,0.9407,-0.0514,0.0962,-0.1415,1.25,-0.118,-0.3245,1.2324,0.6312,1.7248,1.7848,-0.2234,0.9497,-0.7476,0.0597,0.5589,0.6228,-0.5396,0.5666,1.3829,-2.0704,0.077,-0.8706,1.2648,1.4737,-0.9032,-0.4434,1.6981,0.0465,-0.8122,0.1104,-0.0731,0.5429999999999999,0.3859,-1.4747,0.7927,0.9331,1.0758,-0.0595,0.7808,0.3176,-0.1599,-0.3153,-1.0931,0.5438,-0.0042,-0.0318,0.0099,-0.2625,0.0596,0.6479,0.5529999999999999,1.5894,0.4802,-1.8071,-0.2974,0.8574,1.0837,0.1743,-0.3729,0.2368,1.5946,-0.1142,0.3518,0.2941,-0.0081,-0.2032,0.0707,0.3409,-0.3849,0.8174,0.733,0.1971,-0.3405,1.0865,-0.0514,0.6776,0.0497,0.2115,0.3617,-0.2223,-1.232
HERC2,S1942s ,,,,,,,,,,,,,,,,,,,0.2621,-0.8296,0.9486,-0.0934,-0.8414,0.0274,0.0509,-0.4654,0.5964,-1.4916,0.7306,0.856,-0.6174,-0.0698,-0.1866,0.269,-0.2039,0.3109,-1.5546,0.1846,-2.4145,-0.9291,-3.4788,1.3321,0.2365,-0.5944,,,,,,,,,,0.7169,0.7582,0.7416,0.5312,-0.4616,-0.8249,-0.5864,-0.5595,-1.2557,0.2744,0.0738,0.7462,-1.0987,-0.4434,0.581,0.1171,0.5319,-0.5852,-0.6924,0.183,0.6862,-0.3036,-0.5458,-0.7708,0.0798,0.5032,0.6809999999999999,0.5225,1.1284,-0.0406,-0.183,-0.5036,0.2764,0.347,1.8915,-0.6562,2.2578,2.1333,-0.9852,1.8828,1.944,1.9008,1.338,1.7434,0.8745,1.2977,1.2252,0.3455,,,,,,,,,-0.1067,-0.0017,-1.0322,0.053,-0.4801,-1.019,0.0256,1.129,0.2411,-1.1825,-0.2711,-2.2913,-0.6584
SNRPA,S115s ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0994,1.6344,-2.0977,0.0431,-1.1946,1.0056,0.0778,1.8036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.3251,0.4042,-1.2463,-2.7854,0.0219,-2.2869,,,,,,,,,,,,,,,,,,,,,
TOP2B,S1133s ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5319,0.2697,0.6309,1.8453,0.8456,1.3299,3.2387,,,,,,
RFX1,S159s ,0.8488,0.5137,-0.3812,1.0514,0.623,0.0877,1.118,0.459,0.7164,0.1312,0.0144,-1.3125,0.0874,0.2278,-0.9181,0.2796,-0.0314,0.8386,-0.2297,0.7223,-0.107,0.1274,-0.1955,-0.488,0.6242,0.1017,-0.1477,0.1458,-1.2534,0.1102,0.7108,0.8008,-0.6263,-1.3019,0.9914,0.3109,,,,,,,,,-2.1004,-1.146,-1.6571,-0.4702,-0.6186,-0.3766,0.3553,-0.5395,-0.6714,0.8197,-0.47,0.4117,-0.139,-0.3176,-0.0223,0.6063,0.0177,-0.2513,-1.193,0.3924,-0.7685,-1.5099,-1.8133,-1.6731,-1.0051,-2.0443,0.4704,0.9828,0.8858,-0.6134,-1.296,1.0228,0.9347,-0.0311,1.2365,0.7861,1.4146,1.3872,0.3398,0.6424,0.42,0.9403,0.6709,-0.6657,-0.1085,-0.8485,0.416,-0.6128,-0.6165,-0.3663,-3.1853,0.4718,-1.3975,0.0555,0.4277,1.1681,-0.083,0.9411,0.3168,1.3834,1.0523,1.3588,0.451,0.6213,0.1093,-0.9805,-0.4144,-1.2104,0.3575,-1.5649,0.7213,-0.2826,-3.2062,-4.549,-4.3857,-2.9397,-3.6156,-5.9645
IRS1,S323s ,-0.2426,1.5881,-1.9718,-1.4999,0.016,-2.5497,-1.3735,-0.7499,-2.2021,0.0661,0.2846,-1.1354,-0.5512,1.7611,-0.066,0.4568,0.9367,0.4793,,,,,,,,,,-3.1047,-2.5586,-0.7568,-3.3986,-0.5757,0.8072,-3.5468,-0.2182,-0.2132,,,,,,,,,-2.6478,-0.4664,-0.0472,-1.1656,0.1197,-2.813,-2.959,-1.0782,-3.44,-0.0609,-0.4931,-1.0888,1.9542,-1.2027,-0.9413,-1.5417,0.0731,-2.1932,-0.1432,-0.3424,0.4512,-1.8857,-0.6897,-0.7368,-1.2291,-0.3452,-0.6846,-2.6199,0.1084,-1.6371,-2.9753,-1.1269,-1.5315,-2.8732,-0.1029,0.9786,-1.315,-1.5476,-1.8961,-1.7852,2.2888,0.0655,-0.1732,0.8444,-1.842,0.4836,0.5027,-0.4893,-1.2772,-2.2077,0.0102,0.0312,-0.2292,2.7514,-0.3361,1.1542,-0.02,-0.0623,-2.3219,-1.4123,-0.9992,0.0765,0.0684,-0.2054,5.5669,-1.9404,-1.4415,-1.4856,-0.2843,-1.1567,0.0417,-0.5416,-0.3428,-2.3843,-2.0497,0.5317,-2.9774,-3.0465
NCOR2,T2509t S2511s S2513s ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7244,-0.1895,-0.4671,0.7829999999999999,0.8831,1.2332,0.6695,4.3438,,,,,,,,,,,,,
API5,S457s ,-0.525,1.0994,0.4007,0.8816,-1.2428,-1.5901,-0.9442,0.0032,0.1766,-0.5614,-0.3281,-0.9436,-0.314,-0.6467,-0.6193,-0.2429,-0.5044,-0.2182,-0.7663,0.0747,-0.8018,-0.7308,-0.4348,-0.5723,-1.1125,-0.7786,2.0112,-0.8703,-0.5938,-0.3354,-0.5646,0.4238,-0.0762,-0.8001,-1.8811,-1.4083,-3.7396,0.3364,-0.633,0.6082,-0.7977,0.1826,-0.1007,0.3467,0.3387,-1.393,-0.5132,1.3957,0.3061,0.0792,0.5095,0.583,0.1975,0.0875,0.3067,0.7112,1.9075,-0.223,-1.2436,-2.8080000000000003,-0.0567,-1.3166,-0.4493,-0.9426,0.3209,0.603,-0.912,-0.6048,-1.9154,-1.3154,-0.3334,-1.9992,-0.2042,-1.6219,-0.0832,-2.3215,-0.2752,-0.5554,1.0977,-1.0385,-1.6031,-0.173,-3.6961,-0.4529,-0.2624,-1.1387,-1.2547,-0.8272,-3.0322,-1.4071,-0.108,0.1098,0.0543,-0.1227,-1.4935,-1.7269,-0.088,-1.3317,-4.0898,-0.8525,-1.8111,-0.7141,-1.4524,-7.2306,-0.7417,-3.627,-2.0426,-1.8732,-1.2472,-0.4801,1.0888,-0.6342,-1.7082,-0.6842,-0.3278,1.3502,-0.0836,0.7756,0.9642,-0.2778,0.2695,-0.8361
